id;zone1_id;zone2_id;euclidean_distance
191684;83;134;93.0
191685;83;135;102.0
191686;83;136;113.0
191687;83;137;109.0
191688;83;138;146.0
191689;83;139;185.0
191690;83;140;131.0
191691;83;141;137.0
191692;83;142;147.0
191693;83;143;151.0
191694;83;144;155.0
191695;83;145;169.0
191696;83;146;177.0
191697;83;147;183.0
191698;83;148;192.0
191699;83;149;221.0
191700;83;150;35.0
191701;83;151;65.0
191702;83;152;4.0
191703;83;153;31.0
191704;83;154;55.0
191705;83;155;87.0
191706;83;156;100.0
191707;83;157;85.0
191708;83;158;79.0
191709;83;159;30.0
191710;83;160;37.0
191711;83;161;44.0
191712;83;162;53.0
191713;83;163;59.0
191714;83;164;66.0
191715;83;165;77.0
191716;83;166;84.0
191717;83;167;92.0
191718;83;168;115.0
191719;83;169;123.0
191720;83;170;148.0
191721;83;171;139.0
191722;83;172;124.0
191723;83;173;102.0
191724;83;174;84.0
191725;83;175;86.0
191726;83;176;66.0
191727;83;177;88.0
191728;83;178;70.0
191729;83;179;54.0
191730;83;180;43.0
191731;83;181;77.0
191732;83;182;79.0
191733;83;183;101.0
191734;83;184;91.0
191735;83;185;58.0
191736;83;186;65.0
191737;83;187;21.0
191738;83;188;29.0
191739;83;189;31.0
191740;83;190;40.0
191741;83;191;17.0
191742;83;192;88.0
191743;84;79;57.0
191744;84;80;63.0
191745;84;81;31.0
191746;84;82;21.0
191747;84;83;27.0
191748;84;85;8.0
191749;84;86;16.0
191750;84;87;14.0
191751;84;88;19.0
191752;84;89;36.0
191753;84;90;32.0
191754;84;91;40.0
191755;84;92;66.0
191756;84;93;61.0
191757;84;94;49.0
191758;84;95;14.0
191759;84;96;28.0
191760;84;97;83.0
191761;84;98;91.0
191762;84;99;121.0
191763;84;100;110.0
191764;84;101;91.0
191765;84;102;60.0
191766;84;103;65.0
191767;84;104;59.0
191768;84;105;64.0
191769;84;106;52.0
191770;84;107;75.0
191771;84;108;51.0
191772;84;109;56.0
191773;84;110;60.0
191774;84;111;45.0
191775;84;112;42.0
191776;84;113;38.0
191777;84;114;76.0
191778;84;115;65.0
191779;84;116;61.0
191780;84;117;42.0
191781;84;118;57.0
191782;84;119;70.0
191783;84;120;80.0
191784;84;121;46.0
191785;84;122;36.0
191786;84;123;39.0
191787;84;124;33.0
191788;84;125;21.0
191789;84;126;10.0
191790;84;127;31.0
191791;84;128;38.0
191792;84;129;47.0
191793;84;130;62.0
191794;84;131;58.0
191795;84;132;80.0
191796;84;133;93.0
191797;84;134;89.0
191798;84;135;106.0
191799;84;136;116.0
191800;84;137;109.0
191801;84;138;149.0
191802;84;139;190.0
191803;84;140;135.0
191804;84;141;142.0
191805;84;142;152.0
191806;84;143;156.0
191807;84;144;160.0
191808;84;145;174.0
191809;84;146;183.0
191810;84;147;189.0
191811;84;148;198.0
191812;84;149;228.0
191813;84;150;42.0
191814;84;151;61.0
191815;84;152;27.0
191816;84;153;27.0
191817;84;154;29.0
191818;84;155;59.0
191819;84;156;73.0
191820;84;157;59.0
191821;84;158;58.0
191822;84;159;8.0
191823;84;160;10.0
191824;84;161;16.0
191825;84;162;25.0
191826;84;163;31.0
191827;84;164;39.0
191828;84;165;50.0
191829;84;166;57.0
191830;84;167;64.0
191831;84;168;88.0
191832;84;169;95.0
191833;84;170;120.0
191834;84;171;113.0
191835;84;172;101.0
191836;84;173;80.0
191837;84;174;70.0
191838;84;175;60.0
191839;84;176;44.0
191840;84;177;63.0
191841;84;178;53.0
191842;84;179;44.0
191843;84;180;32.0
191844;84;181;67.0
191845;84;182;70.0
191846;84;183;91.0
191847;84;184;93.0
191848;84;185;66.0
191849;84;186;60.0
191850;84;187;35.0
191851;84;188;43.0
191852;84;189;10.0
191853;84;190;40.0
191854;84;191;16.0
191855;84;192;70.0
191856;85;79;48.0
191857;85;80;58.0
191858;85;81;26.0
191859;85;82;19.0
191860;85;83;28.0
191861;85;84;8.0
191862;85;86;7.0
191863;85;87;11.0
191864;85;88;22.0
191865;85;89;38.0
191866;85;90;24.0
191867;85;91;39.0
191868;85;92;67.0
191869;85;93;58.0
191870;85;94;51.0
191871;85;95;9.0
191872;85;96;35.0
191873;85;97;85.0
191874;85;98;89.0
191875;85;99;122.0
191876;85;100;114.0
191877;85;101;97.0
191878;85;102;64.0
191879;85;103;68.0
191880;85;104;61.0
191881;85;105;70.0
191882;85;106;60.0
191883;85;107;82.0
191884;85;108;57.0
191885;85;109;62.0
191886;85;110;65.0
191887;85;111;52.0
191888;85;112;49.0
191889;85;113;46.0
191890;85;114;84.0
191891;85;115;74.0
191892;85;116;70.0
191893;85;117;51.0
191894;85;118;66.0
191895;85;119;79.0
191896;85;120;89.0
191897;85;121;54.0
191898;85;122;45.0
191899;85;123;48.0
191900;85;124;42.0
191901;85;125;30.0
191902;85;126;19.0
191903;85;127;34.0
191904;85;128;44.0
191905;85;129;55.0
191906;85;130;70.0
191907;85;131;65.0
191908;85;132;88.0
191909;85;133;101.0
191910;85;134;98.0
191911;85;135;114.0
191912;85;136;125.0
191913;85;137;118.0
191914;85;138;157.0
191915;85;139;199.0
191916;85;140;144.0
191917;85;141;150.0
191918;85;142;160.0
191919;85;143;164.0
191920;85;144;169.0
191921;85;145;183.0
191922;85;146;191.0
191923;85;147;197.0
191924;85;148;207.0
191925;85;149;236.0
191926;85;150;49.0
191927;85;151;52.0
191928;85;152;27.0
191929;85;153;19.0
191930;85;154;26.0
191931;85;155;61.0
191932;85;156;72.0
191933;85;157;57.0
191934;85;158;52.0
191935;85;159;4.0
191936;85;160;11.0
191937;85;161;21.0
191938;85;162;27.0
191939;85;163;35.0
191940;85;164;43.0
191941;85;165;52.0
191942;85;166;60.0
191943;85;167;67.0
191944;85;168;91.0
191945;85;169;95.0
191946;85;170;122.0
191947;85;171;116.0
191948;85;172;108.0
191949;85;173;87.0
191950;85;174;79.0
191951;85;175;64.0
191952;85;176;51.0
191953;85;177;69.0
191954;85;178;61.0
191955;85;179;53.0
191956;85;180;41.0
191957;85;181;76.0
191958;85;182;79.0
191959;85;183;100.0
191960;85;184;102.0
191961;85;185;73.0
191962;85;186;69.0
191963;85;187;41.0
191964;85;188;48.0
191965;85;189;18.0
191966;85;190;49.0
191967;85;191;22.0
191968;85;192;78.0
191969;86;79;41.0
191970;86;80;53.0
191971;86;81;26.0
191972;86;82;23.0
191973;86;83;32.0
191974;86;84;16.0
191975;86;85;7.0
191976;86;87;11.0
191977;86;88;24.0
191978;86;89;40.0
191979;86;90;18.0
191980;86;91;37.0
191981;86;92;67.0
191982;86;93;55.0
191983;86;94;52.0
191984;86;95;12.0
191985;86;96;43.0
191986;86;97;86.0
191987;86;98;87.0
191988;86;99;121.0
191989;86;100;115.0
191990;86;101;101.0
191991;86;102;67.0
191992;86;103;69.0
191993;86;104;61.0
191994;86;105;73.0
191995;86;106;66.0
191996;86;107;87.0
191997;86;108;61.0
191998;86;109;65.0
191999;86;110;68.0
192000;86;111;57.0
192001;86;112;55.0
192002;86;113;53.0
192003;86;114;90.0
192004;86;115;80.0
192005;86;116;77.0
192006;86;117;58.0
192007;86;118;74.0
192008;86;119;86.0
192009;86;120;96.0
192010;86;121;62.0
192011;86;122;52.0
192012;86;123;56.0
192013;86;124;50.0
192014;86;125;37.0
192015;86;126;26.0
192016;86;127;40.0
192017;86;128;51.0
192018;86;129;62.0
192019;86;130;77.0
192020;86;131;72.0
192021;86;132;96.0
192022;86;133;109.0
192023;86;134;105.0
192024;86;135;122.0
192025;86;136;132.0
192026;86;137;125.0
192027;86;138;165.0
192028;86;139;206.0
192029;86;140;151.0
192030;86;141;158.0
192031;86;142;168.0
192032;86;143;172.0
192033;86;144;176.0
192034;86;145;190.0
192035;86;146;199.0
192036;86;147;205.0
192037;86;148;214.0
192038;86;149;244.0
192039;86;150;56.0
192040;86;151;44.0
192041;86;152;30.0
192042;86;153;14.0
192043;86;154;24.0
192044;86;155;61.0
192045;86;156;70.0
192046;86;157;55.0
192047;86;158;46.0
192048;86;159;9.0
192049;86;160;15.0
192050;86;161;25.0
192051;86;162;29.0
192052;86;163;38.0
192053;86;164;45.0
192054;86;165;54.0
192055;86;166;61.0
192056;86;167;69.0
192057;86;168;91.0
192058;86;169;93.0
192059;86;170;122.0
192060;86;171;118.0
192061;86;172;112.0
192062;86;173;91.0
192063;86;174;85.0
192064;86;175;66.0
192065;86;176;56.0
192066;86;177;74.0
192067;86;178;67.0
192068;86;179;60.0
192069;86;180;49.0
192070;86;181;83.0
192071;86;182;87.0
192072;86;183;107.0
192073;86;184;109.0
192074;86;185;81.0
192075;86;186;77.0
192076;86;187;47.0
192077;86;188;55.0
192078;86;189;26.0
192079;86;190;56.0
192080;86;191;29.0
192081;86;192;83.0
192082;87;79;46.0
192083;87;80;49.0
192084;87;81;37.0
192085;87;82;31.0
192086;87;83;39.0
192087;87;84;14.0
192088;87;85;11.0
192089;87;86;11.0
192090;87;88;12.0
192091;87;89;28.0
192092;87;90;29.0
192093;87;91;28.0
192094;87;92;56.0
192095;87;93;47.0
192096;87;94;40.0
192097;87;95;20.0
192098;87;96;41.0
192099;87;97;75.0
192100;87;98;78.0
192101;87;99;111.0
192102;87;100;104.0
192103;87;101;90.0
192104;87;102;55.0
192105;87;103;58.0
192106;87;104;50.0
192107;87;105;62.0
192108;87;106;57.0
192109;87;107;76.0
192110;87;108;50.0
192111;87;109;54.0
192112;87;110;56.0
192113;87;111;47.0
192114;87;112;45.0
192115;87;113;44.0
192116;87;114;80.0
192117;87;115;71.0
192118;87;116;69.0
192119;87;117;50.0
192120;87;118;69.0
192121;87;119;79.0
192122;87;120;89.0
192123;87;121;55.0
192124;87;122;46.0
192125;87;123;51.0
192126;87;124;45.0
192127;87;125;33.0
192128;87;126;23.0
192129;87;127;44.0
192130;87;128;53.0
192131;87;129;61.0
192132;87;130;76.0
192133;87;131;72.0
192134;87;132;92.0
192135;87;133;105.0
192136;87;134;99.0
192137;87;135;118.0
192138;87;136;128.0
192139;87;137;120.0
192140;87;138;161.0
192141;87;139;202.0
192142;87;140;147.0
192143;87;141;154.0
192144;87;142;164.0
192145;87;143;168.0
192146;87;144;173.0
192147;87;145;187.0
192148;87;146;196.0
192149;87;147;201.0
192150;87;148;211.0
192151;87;149;240.0
192152;87;150;56.0
192153;87;151;53.0
192154;87;152;38.0
192155;87;153;26.0
192156;87;154;15.0
192157;87;155;50.0
192158;87;156;61.0
192159;87;157;46.0
192160;87;158;44.0
192161;87;159;9.0
192162;87;160;6.0
192163;87;161;14.0
192164;87;162;17.0
192165;87;163;26.0
192166;87;164;33.0
192167;87;165;42.0
192168;87;166;50.0
192169;87;167;57.0
192170;87;168;80.0
192171;87;169;84.0
192172;87;170;111.0
192173;87;171;107.0
192174;87;172;100.0
192175;87;173;80.0
192176;87;174;77.0
192177;87;175;54.0
192178;87;176;46.0
192179;87;177;62.0
192180;87;178;58.0
192181;87;179;54.0
192182;87;180;43.0
192183;87;181;76.0
192184;87;182;80.0
192185;87;183;99.0
192186;87;184;105.0
192187;87;185;80.0
192188;87;186;71.0
192189;87;187;49.0
192190;87;188;57.0
192191;87;189;21.0
192192;87;190;54.0
192193;87;191;30.0
192194;87;192;73.0
192195;88;79;56.0
192196;88;80;49.0
192197;88;81;48.0
192198;88;82;40.0
192199;88;83;47.0
192200;88;84;19.0
192201;88;85;22.0
192202;88;86;24.0
192203;88;87;12.0
192204;88;89;16.0
192205;88;90;42.0
192206;88;91;22.0
192207;88;92;46.0
192208;88;93;43.0
192209;88;94;29.0
192210;88;95;31.0
192211;88;96;41.0
192212;88;97;64.0
192213;88;98;72.0
192214;88;99;101.0
192215;88;100;92.0
192216;88;101;77.0
192217;88;102;42.0
192218;88;103;46.0
192219;88;104;39.0
192220;88;105;49.0
192221;88;106;47.0
192222;88;107;63.0
192223;88;108;37.0
192224;88;109;41.0
192225;88;110;43.0
192226;88;111;35.0
192227;88;112;34.0
192228;88;113;35.0
192229;88;114;68.0
192230;88;115;61.0
192231;88;116;60.0
192232;88;117;42.0
192233;88;118;63.0
192234;88;119;70.0
192235;88;120;81.0
192236;88;121;48.0
192237;88;122;40.0
192238;88;123;47.0
192239;88;124;42.0
192240;88;125;31.0
192241;88;126;24.0
192242;88;127;50.0
192243;88;128;55.0
192244;88;129;60.0
192245;88;130;74.0
192246;88;131;72.0
192247;88;132;87.0
192248;88;133;100.0
192249;88;134;92.0
192250;88;135;113.0
192251;88;136;123.0
192252;88;137;114.0
192253;88;138;155.0
192254;88;139;197.0
192255;88;140;142.0
192256;88;141;149.0
192257;88;142;159.0
192258;88;143;163.0
192259;88;144;168.0
192260;88;145;182.0
192261;88;146;191.0
192262;88;147;196.0
192263;88;148;206.0
192264;88;149;235.0
192265;88;150;56.0
192266;88;151;64.0
192267;88;152;47.0
192268;88;153;38.0
192269;88;154;14.0
192270;88;155;39.0
192271;88;156;53.0
192272;88;157;40.0
192273;88;158;46.0
192274;88;159;19.0
192275;88;160;11.0
192276;88;161;6.0
192277;88;162;6.0
192278;88;163;14.0
192279;88;164;21.0
192280;88;165;30.0
192281;88;166;38.0
192282;88;167;45.0
192283;88;168;69.0
192284;88;169;76.0
192285;88;170;101.0
192286;88;171;95.0
192287;88;172;87.0
192288;88;173;68.0
192289;88;174;67.0
192290;88;175;42.0
192291;88;176;34.0
192292;88;177;49.0
192293;88;178;48.0
192294;88;179;47.0
192295;88;180;38.0
192296;88;181;67.0
192297;88;182;72.0
192298;88;183;89.0
192299;88;184;100.0
192300;88;185;78.0
192301;88;186;66.0
192302;88;187;53.0
192303;88;188;59.0
192304;88;189;21.0
192305;88;190;52.0
192306;88;191;34.0
192307;88;192;62.0
192308;89;79;65.0
192309;89;80;47.0
192310;89;81;65.0
192311;89;82;57.0
192312;89;83;63.0
192313;89;84;36.0
192314;89;85;38.0
192315;89;86;40.0
192316;89;87;28.0
192317;89;88;16.0
192318;89;90;57.0
192319;89;91;17.0
192320;89;92;30.0
192321;89;93;36.0
192322;89;94;13.0
192323;89;95;48.0
192324;89;96;53.0
192325;89;97;47.0
192326;89;98;59.0
192327;89;99;85.0
192328;89;100;75.0
192329;89;101;64.0
192330;89;102;26.0
192331;89;103;29.0
192332;89;104;23.0
192333;89;105;36.0
192334;89;106;43.0
192335;89;107;51.0
192336;89;108;26.0
192337;89;109;28.0
192338;89;110;29.0
192339;89;111;28.0
192340;89;112;31.0
192341;89;113;35.0
192342;89;114;61.0
192343;89;115;58.0
192344;89;116;59.0
192345;89;117;44.0
192346;89;118;67.0
192347;89;119;69.0
192348;89;120;79.0
192349;89;121;50.0
192350;89;122;45.0
192351;89;123;54.0
192352;89;124;50.0
192353;89;125;41.0
192354;89;126;38.0
192355;89;127;65.0
192356;89;128;68.0
192357;89;129;70.0
192358;89;130;82.0
192359;89;131;82.0
192360;89;132;91.0
192361;89;133;104.0
192362;89;134;92.0
192363;89;135;117.0
192364;89;136;126.0
192365;89;137;116.0
192366;89;138;157.0
192367;89;139;199.0
192368;89;140;145.0
192369;89;141;152.0
192370;89;142;162.0
192371;89;143;166.0
192372;89;144;171.0
192373;89;145;185.0
192374;89;146;193.0
192375;89;147;199.0
192376;89;148;209.0
192377;89;149;238.0
192378;89;150;67.0
192379;89;151;75.0
192380;89;152;63.0
192381;89;153;54.0
192382;89;154;20.0
192383;89;155;24.0
192384;89;156;40.0
192385;89;157;29.0
192386;89;158;47.0
192387;89;159;35.0
192388;89;160;27.0
192389;89;161;19.0
192390;89;162;11.0
192391;89;163;7.0
192392;89;164;7.0
192393;89;165;14.0
192394;89;166;21.0
192395;89;167;29.0
192396;89;168;52.0
192397;89;169;62.0
192398;89;170;84.0
192399;89;171;78.0
192400;89;172;74.0
192401;89;173;56.0
192402;89;174;64.0
192403;89;175;26.0
192404;89;176;28.0
192405;89;177;37.0
192406;89;178;44.0
192407;89;179;51.0
192408;89;180;45.0
192409;89;181;67.0
192410;89;182;72.0
192411;89;183;86.0
192412;89;184;104.0
192413;89;185;87.0
192414;89;186;69.0
192415;89;187;67.0
192416;89;188;72.0
192417;89;189;34.0
192418;89;190;61.0
192419;89;191;49.0
192420;89;192;55.0
192421;90;79;32.0
192422;90;80;57.0
192423;90;81;21.0
192424;90;82;26.0
192425;90;83;36.0
192426;90;84;32.0
192427;90;85;24.0
192428;90;86;18.0
192429;90;87;29.0
192430;90;88;42.0
192431;90;89;57.0
192432;90;91;51.0
192433;90;92;81.0
192434;90;93;64.0
192435;90;94;68.0
192436;90;95;20.0
192437;90;96;56.0
192438;90;97;102.0
192439;90;98;96.0
192440;90;99;134.0
192441;90;100;131.0
192442;90;101;119.0
192443;90;102;84.0
192444;90;103;86.0
192445;90;104;77.0
192446;90;105;91.0
192447;90;106;84.0
192448;90;107;105.0
192449;90;108;80.0
192450;90;109;84.0
192451;90;110;85.0
192452;90;111;76.0
192453;90;112;73.0
192454;90;113;71.0
192455;90;114;108.0
192456;90;115;98.0
192457;90;116;94.0
192458;90;117;75.0
192459;90;118;89.0
192460;90;119;103.0
192461;90;120;113.0
192462;90;121;78.0
192463;90;122;68.0
192464;90;123;70.0
192465;90;124;64.0
192466;90;125;53.0
192467;90;126;42.0
192468;90;127;46.0
192469;90;128;60.0
192470;90;129;73.0
192471;90;130;89.0
192472;90;131;82.0
192473;90;132;110.0
192474;90;133;122.0
192475;90;134;121.0
192476;90;135;135.0
192477;90;136;146.0
192478;90;137;140.0
192479;90;138;178.0
192480;90;139;219.0
192481;90;140;164.0
192482;90;141;171.0
192483;90;142;180.0
192484;90;143;184.0
192485;90;144;189.0
192486;90;145;202.0
192487;90;146;211.0
192488;90;147;217.0
192489;90;148;226.0
192490;90;149;255.0
192491;90;150;67.0
192492;90;151;30.0
192493;90;152;32.0
192494;90;153;6.0
192495;90;154;39.0
192496;90;155;76.0
192497;90;156;82.0
192498;90;157;67.0
192499;90;158;49.0
192500;90;159;26.0
192501;90;160;33.0
192502;90;161;43.0
192503;90;162;47.0
192504;90;163;56.0
192505;90;164;63.0
192506;90;165;70.0
192507;90;166;78.0
192508;90;167;85.0
192509;90;168;107.0
192510;90;169;104.0
192511;90;170;135.0
192512;90;171;135.0
192513;90;172;130.0
192514;90;173;110.0
192515;90;174;103.0
192516;90;175;83.0
192517;90;176;74.0
192518;90;177;92.0
192519;90;178;85.0
192520;90;179;77.0
192521;90;180;65.0
192522;90;181;100.0
192523;90;182;103.0
192524;90;183;124.0
192525;90;184;123.0
192526;90;185;91.0
192527;90;186;92.0
192528;90;187;55.0
192529;90;188;64.0
192530;90;189;42.0
192531;90;190;69.0
192532;90;191;40.0
192533;90;192;102.0
192534;91;79;51.0
192535;91;80;30.0
192536;91;81;64.0
192537;91;82;59.0
192538;91;83;67.0
192539;91;84;40.0
192540;91;85;39.0
192541;91;86;37.0
192542;91;87;28.0
192543;91;88;22.0
192544;91;89;17.0
192545;91;90;51.0
192546;91;92;30.0
192547;91;93;21.0
192548;91;94;19.0
192549;91;95;48.0
192550;91;96;64.0
192551;91;97;51.0
192552;91;98;50.0
192553;91;99;83.0
192554;91;100;81.0
192555;91;101;78.0
192556;91;102;38.0
192557;91;103;36.0
192558;91;104;26.0
192559;91;105;50.0
192560;91;106;60.0
192561;91;107;67.0
192562;91;108;43.0
192563;91;109;43.0
192564;91;110;42.0
192565;91;111;45.0
192566;91;112;48.0
192567;91;113;51.0
192568;91;114;78.0
192569;91;115;75.0
192570;91;116;76.0
192571;91;117;60.0
192572;91;118;83.0
192573;91;119;86.0
192574;91;120;96.0
192575;91;121;66.0
192576;91;122;60.0
192577;91;123;68.0
192578;91;124;63.0
192579;91;125;53.0
192580;91;126;46.0
192581;91;127;71.0
192582;91;128;77.0
192583;91;129;82.0
192584;91;130;95.0
192585;91;131;94.0
192586;91;132;107.0
192587;91;133;120.0
192588;91;134;109.0
192589;91;135;133.0
192590;91;136;143.0
192591;91;137;133.0
192592;91;138;173.0
192593;91;139;215.0
192594;91;140;162.0
192595;91;141;168.0
192596;91;142;178.0
192597;91;143;182.0
192598;91;144;187.0
192599;91;145;201.0
192600;91;146;210.0
192601;91;147;215.0
192602;91;148;225.0
192603;91;149;254.0
192604;91;150;78.0
192605;91;151;63.0
192606;91;152;66.0
192607;91;153;49.0
192608;91;154;13.0
192609;91;155;25.0
192610;91;156;33.0
192611;91;157;18.0
192612;91;158;30.0
192613;91;159;37.0
192614;91;160;30.0
192615;91;161;27.0
192616;91;162;19.0
192617;91;163;22.0
192618;91;164;23.0
192619;91;165;23.0
192620;91;166;29.0
192621;91;167;36.0
192622;91;168;56.0
192623;91;169;55.0
192624;91;170;84.0
192625;91;171;85.0
192626;91;172;87.0
192627;91;173;71.0
192628;91;174;81.0
192629;91;175;37.0
192630;91;176;45.0
192631;91;177;52.0
192632;91;178;62.0
192633;91;179;67.0
192634;91;180;59.0
192635;91;181;84.0
192636;91;182;89.0
192637;91;183;103.0
192638;91;184;120.0
192639;91;185;100.0
192640;91;186;85.0
192641;91;187;75.0
192642;91;188;82.0
192643;91;189;43.0
192644;91;190;73.0
192645;91;191;56.0
192646;91;192;71.0
192647;92;79;78.0
192648;92;80;44.0
192649;92;81;93.0
192650;92;82;87.0
192651;92;83;94.0
192652;92;84;66.0
192653;92;85;67.0
192654;92;86;67.0
192655;92;87;56.0
192656;92;88;46.0
192657;92;89;30.0
192658;92;90;81.0
192659;92;91;30.0
192660;92;93;28.0
192661;92;94;17.0
192662;92;95;76.0
192663;92;96;83.0
192664;92;97;22.0
192665;92;98;32.0
192666;92;99;55.0
192667;92;100;52.0
192668;92;101;59.0
192669;92;102;22.0
192670;92;103;13.0
192671;92;104;8.0
192672;92;105;38.0
192673;92;106;63.0
192674;92;107;54.0
192675;92;108;39.0
192676;92;109;36.0
192677;92;110;30.0
192678;92;111;47.0
192679;92;112;53.0
192680;92;113;60.0
192681;92;114;71.0
192682;92;115;75.0
192683;92;116;80.0
192684;92;117;69.0
192685;92;118;92.0
192686;92;119;88.0
192687;92;120;98.0
192688;92;121;75.0
192689;92;122;72.0
192690;92;123;82.0
192691;92;124;79.0
192692;92;125;72.0
192693;92;126;68.0
192694;92;127;96.0
192695;92;128;98.0
192696;92;129;100.0
192697;92;130;110.0
192698;92;131;111.0
192699;92;132;115.0
192700;92;133;128.0
192701;92;134;112.0
192702;92;135;140.0
192703;92;136;148.0
192704;92;137;136.0
192705;92;138;176.0
192706;92;139;218.0
192707;92;140;166.0
192708;92;141;173.0
192709;92;142;183.0
192710;92;143;187.0
192711;92;144;191.0
192712;92;145;205.0
192713;92;146;214.0
192714;92;147;219.0
192715;92;148;229.0
192716;92;149;257.0
192717;92;150;97.0
192718;92;151;91.0
192719;92;152;93.0
192720;92;153;79.0
192721;92;154;43.0
192722;92;155;7.0
192723;92;156;15.0
192724;92;157;19.0
192725;92;158;51.0
192726;92;159;64.0
192727;92;160;57.0
192728;92;161;50.0
192729;92;162;41.0
192730;92;163;36.0
192731;92;164;31.0
192732;92;165;18.0
192733;92;166;15.0
192734;92;167;15.0
192735;92;168;27.0
192736;92;169;32.0
192737;92;170;54.0
192738;92;171;56.0
192739;92;172;67.0
192740;92;173;56.0
192741;92;174;80.0
192742;92;175;22.0
192743;92;176;49.0
192744;92;177;41.0
192745;92;178;64.0
192746;92;179;77.0
192747;92;180;74.0
192748;92;181;87.0
192749;92;182;93.0
192750;92;183;100.0
192751;92;184;127.0
192752;92;185;115.0
192753;92;186;94.0
192754;92;187;98.0
192755;92;188;102.0
192756;92;189;65.0
192757;92;190;90.0
192758;92;191;80.0
192759;92;192;66.0
192760;93;79;52.0
192761;93;80;16.0
192762;93;81;81.0
192763;93;82;77.0
192764;93;83;86.0
192765;93;84;61.0
192766;93;85;58.0
192767;93;86;55.0
192768;93;87;47.0
192769;93;88;43.0
192770;93;89;36.0
192771;93;90;64.0
192772;93;91;21.0
192773;93;92;28.0
192774;93;94;31.0
192775;93;95;66.0
192776;93;96;85.0
192777;93;97;50.0
192778;93;98;32.0
192779;93;99;71.0
192780;93;100;79.0
192781;93;101;87.0
192782;93;102;47.0
192783;93;103;40.0
192784;93;104;31.0
192785;93;105;62.0
192786;93;106;79.0
192787;93;107;79.0
192788;93;108;58.0
192789;93;109;57.0
192790;93;110;53.0
192791;93;111;63.0
192792;93;112;67.0
192793;93;113;71.0
192794;93;114;94.0
192795;93;115;93.0
192796;93;116;96.0
192797;93;117;80.0
192798;93;118;104.0
192799;93;119;105.0
192800;93;120;115.0
192801;93;121;87.0
192802;93;122;81.0
192803;93;123;90.0
192804;93;124;85.0
192805;93;125;74.0
192806;93;126;67.0
192807;93;127;92.0
192808;93;128;99.0
192809;93;129;104.0
192810;93;130;117.0
192811;93;131;116.0
192812;93;132;127.0
192813;93;133;141.0
192814;93;134;128.0
192815;93;135;153.0
192816;93;136;163.0
192817;93;137;152.0
192818;93;138;193.0
192819;93;139;235.0
192820;93;140;182.0
192821;93;141;188.0
192822;93;142;198.0
192823;93;143;202.0
192824;93;144;207.0
192825;93;145;221.0
192826;93;146;230.0
192827;93;147;235.0
192828;93;148;245.0
192829;93;149;274.0
192830;93;150;100.0
192831;93;151;67.0
192832;93;152;85.0
192833;93;153;64.0
192834;93;154;32.0
192835;93;155;28.0
192836;93;156;20.0
192837;93;157;10.0
192838;93;158;23.0
192839;93;159;56.0
192840;93;160;51.0
192841;93;161;49.0
192842;93;162;40.0
192843;93;163;42.0
192844;93;164;41.0
192845;93;165;34.0
192846;93;166;37.0
192847;93;167;41.0
192848;93;168;54.0
192849;93;169;40.0
192850;93;170;74.0
192851;93;171;83.0
192852;93;172;95.0
192853;93;173;82.0
192854;93;174;99.0
192855;93;175;46.0
192856;93;176;64.0
192857;93;177;65.0
192858;93;178;80.0
192859;93;179;87.0
192860;93;180;81.0
192861;93;181;103.0
192862;93;182;108.0
192863;93;183;121.0
192864;93;184;141.0
192865;93;185;122.0
192866;93;186;106.0
192867;93;187;96.0
192868;93;188;103.0
192869;93;189;64.0
192870;93;190;95.0
192871;93;191;77.0
192872;93;192;87.0
192873;94;79;71.0
192874;94;80;45.0
192875;94;81;78.0
192876;94;82;70.0
192877;94;83;77.0
192878;94;84;49.0
192879;94;85;51.0
192880;94;86;52.0
192881;94;87;40.0
192882;94;88;29.0
192883;94;89;13.0
192884;94;90;68.0
192885;94;91;19.0
192886;94;92;17.0
192887;94;93;31.0
192888;94;95;60.0
192889;94;96;66.0
192890;94;97;34.0
192891;94;98;48.0
192892;94;99;72.0
192893;94;100;63.0
192894;94;101;58.0
192895;94;102;18.0
192896;94;103;17.0
192897;94;104;9.0
192898;94;105;32.0
192899;94;106;49.0
192900;94;107;48.0
192901;94;108;27.0
192902;94;109;26.0
192903;94;110;23.0
192904;94;111;33.0
192905;94;112;38.0
192906;94;113;44.0
192907;94;114;62.0
192908;94;115;62.0
192909;94;116;66.0
192910;94;117;53.0
192911;94;118;76.0
192912;94;119;75.0
192913;94;120;85.0
192914;94;121;59.0
192915;94;122;55.0
192916;94;123;65.0
192917;94;124;62.0
192918;94;125;54.0
192919;94;126;51.0
192920;94;127;78.0
192921;94;128;81.0
192922;94;129;82.0
192923;94;130;93.0
192924;94;131;94.0
192925;94;132;99.0
192926;94;133;113.0
192927;94;134;99.0
192928;94;135;125.0
192929;94;136;134.0
192930;94;137;123.0
192931;94;138;163.0
192932;94;139;205.0
192933;94;140;153.0
192934;94;141;159.0
192935;94;142;169.0
192936;94;143;173.0
192937;94;144;178.0
192938;94;145;192.0
192939;94;146;200.0
192940;94;147;206.0
192941;94;148;216.0
192942;94;149;244.0
192943;94;150;79.0
192944;94;151;83.0
192945;94;152;77.0
192946;94;153;65.0
192947;94;154;29.0
192948;94;155;11.0
192949;94;156;29.0
192950;94;157;22.0
192951;94;158;48.0
192952;94;159;48.0
192953;94;160;40.0
